id,genres,vote_average,vote_count,name,developer,publisher
7574,Adventure|Puzzle|,2.4,6073,Rituals,Tymon Zgainski,Tymon Zgainski
7575,Action|Adventure|Simulation|Colorful|Casual|,1.3,9479,Munich Bus Simulator,TML-Studios,TML-Studios
7576,2D|Adventure|Puzzle|Horror|Fantasy|Story Rich|Casual|Atmospheric|,1.8,1084,Left in the Dark: No One on Board,Moonrise Interactive,Moonrise Interactive
7577,Action|Adventure|Simulation|Horror|,4.6,1937,The Bellows,BOT Jungle Productions|Evan Davis|Bryce Davis|Gehrig Gosslin,BOT Jungle Productions|Evan Davis|Bryce Davis|Gehrig Gosslin
7578,Action|FPS|,2.6,5937,Survive the Nights,a2z Interactive,a2z Interactive
7579,Puzzle|Strategy|Casual|,0.2,4834,Delete,Pony,Pony
7580,Strategy|Casual|,3.0,2301,Crown and Council,Mojang,Mojang
7581,Action|Puzzle|Adventure|Horror|Story Rich|,2.1,1861,Danganronpa Another Episode: Ultra Despair Girls,Spike Chunsoft Co.| Ltd.,Spike Chunsoft Co.| Ltd.
7582,Action|Adventure|Simulation|RPG|Strategy|,4.3,3297,Survivalist: Invisible Strain,Bob,Bob
7583,2D|Puzzle|Adventure|Simulation|Story Rich|Casual|,1.3,7907,Cyber Crush 2069,Mature Games,Mature Games
7584,Action|2D|Puzzle|Colorful|Casual|Arcade|,2.6,7260,Anode,Kittehface Software,Kittehface Software
7585,Action|Puzzle|Strategy|,2.4,9760,Space Farmers,BumpkinBrothers,BumpkinBrothers
7586,Adventure|RPG|Casual|,2.1,6454,Luna Online: Reborn,Funtime,Funtime
7587,,0.2,2184,Lumber King,WnMStudio,WnMStudio
7588,Simulation|Strategy|Casual|,2.7,2028,Mad Games Tycoon,Eggcode,Eggcode
7589,Action|Adventure|RPG|Fantasy|Arcade|,0.1,6321,Adventure Time: Finn and Jake's Epic Quest,NGD Studios,NGD Studios
7590,2D|Puzzle|Atmospheric|,0.5,7401,Friendly Find,Dgelioncel,Dgelioncel
7591,Action|Adventure|Simulation|RPG|FPS|Story Rich|Casual|,2.8,5350,Material Girl,Dieselmine,Dieselmine
7592,Puzzle|Casual|,2.3,7976,Alice's Patchwork,Creobit,Creobit
7593,Action|RPG|Casual|,2.0,9871,Spellwake,Norrman Brothers,Norrman Brothers
7594,Adventure|Colorful|Story Rich|Casual|,4.2,5579,Boodunnit,Studio Koprol,Studio Koprol
7595,Action|Simulation|Story Rich|Strategy|Casual|,3.4,5014,Make America Great Again: The Trump Presidency,Maverick Game Studio,Maverick Game Studio
7596,Action|Sci-fi|Adventure|Story Rich|Atmospheric|,4.5,2262,ENSLAVED: Odyssey to the West Premium Edition,Ninja Theory,Ninja Theory
7597,Sci-fi|Strategy|,1.7,7193,Age of Wonders: Planetfall,Triumph Studios,Triumph Studios
7598,Action|2D|Adventure|Casual|,2.4,9698,Robotex,YFYX GAMES,YFYX GAMES
7599,Simulation|Atmospheric|,0.8,1457,Vertiginous Golf,Kinelco & Lone Elk Creative,Kinelco & Lone Elk Creative
7600,Action|RPG|,1.8,8742,Dreamscaper: Prologue,Afterburner Studios,Afterburner Studios
7601,2D|Sci-fi|Action|RPG|Fantasy|,4.7,9843,Allan,Hanged Bunny Studio,Hanged Bunny Studio
7602,Action|2D|,2.2,3006,Bloody Walls,L. Stotch,L. Stotch
7603,Strategy|,0.7,9368,World War 2: Time of Wrath,Wastelands Interactive,Wastelands Interactive
7604,,1.9,972,Within VR - Cinematic Virtual Reality,Within Unlimited| Inc.,Within Unlimited| Inc.
7605,Sci-fi|Strategy|Casual|,1.3,9555,Sid Meier's Starships,Firaxis Games,Firaxis Games
7606,2D|Adventure|Puzzle|Horror|Fantasy|Story Rich|Casual|Atmospheric|,3.7,3706,9 Clues: The Secret of Serpent Creek,Tap It Games,Tap It Games
7607,Action|Strategy|,4.6,9435,Pirates of Black Cove,Nitro Games,Nitro Games
7608,Sci-fi|Story Rich|,4.4,1876,WORLD END ECONOMiCA episode.01,Spicy Tails,Spicy Tails
7609,Action|2D|Adventure|Simulation|RPG|Fantasy|Strategy|Casual|,4.8,1143,The Magician's Research,Mad Labyrinth Studios LLC,Mad Labyrinth Studios LLC
7610,Strategy|,4.5,1523,Hero Academy 2,BonusXP,BonusXP
7611,Strategy|,2.4,8558,Astro Lords: Oort Cloud,Aratog LLC,Aratog LLC
7612,Sci-fi|Strategy|,0.3,7362,War on Folvos,Lonely Troops,Lonely Troops
7613,Action|Adventure|Puzzle|Horror|Simulation|Atmospheric|,1.8,8230,Lucius II,Shiver Games,Shiver Games
7614,Sci-fi|Adventure|Puzzle|Story Rich|Casual|Atmospheric|,2.5,8446,Riven: The Sequel to MYST,Cyan Worlds Inc,Cyan Worlds Inc
7615,Strategy|Casual|,4.8,7333,PokerStars VR,Lucky VR Inc.,Lucky VR Inc.
7616,Simulation|Strategy|,3.0,1757,Out of the Park Baseball 17,Out of the Park Developments,Out of the Park Developments
7617,Simulation|,3.5,1749,MiniDrivers,Ivanovich Games,Ivanovich Games
7618,Strategy|Casual|,3.7,6396,The Jackbox Party Pack,Jackbox Games| Inc.,Jackbox Games| Inc.
7619,Action|Adventure|Puzzle|Horror|Simulation|Story Rich|Atmospheric|,1.2,8533,Dark Egypt,GDNomad,GDNomad
7620,Adventure|Casual|,5.0,3584,Grisaia Phantom Trigger Vol.4,Frontwing,Frontwing
7621,Strategy|Casual|,3.8,9016,The Jackbox Party Pack 2,Jackbox Games| Inc.,Jackbox Games| Inc.
7622,Action|,2.4,3449,ANAREA Battle Royale,AXC GAMES,AXC GAMES
7623,Action|2D|Simulation|Strategy|,3.3,6298,RIOT: Civil Unrest,Leonard Menchiari|IV Productions,Leonard Menchiari|IV Productions
7624,Casual|,3.2,2037,Woody Two-Legs: Attack of the Zombie Pirates,Nitro Games,Nitro Games
7625,FPS|,0.9,4592,Modiverse,Deep Voodoo Games,Deep Voodoo Games
7626,Adventure|Simulation|RPG|Casual|,3.8,3261,My Island,SnowBaby Games,SnowBaby Games
7627,Arcade|,2.6,2148,Torque Drift,Grease Monkey Games,Grease Monkey Games
7628,2D|Action|Adventure|Puzzle|Simulation|Story Rich|RPG|Casual|,4.1,4846,There Is No Game: Wrong Dimension,Draw Me A Pixel,Draw Me A Pixel
7629,Puzzle|Casual|,1.2,2317,Pipes!,Bullid Games,Bullid Games
7630,Adventure|Puzzle|Story Rich|,2.9,704,STAY,Appnormals Team,Appnormals Team
7631,Action|FPS|,2.9,5129,Delta Force  Black Hawk Down: Team Sabre,Ritual Entertainment,Ritual Entertainment
7632,Action|2D|Strategy|Casual|Arcade|,2.3,7956,Killer Queen Black,Liquid Bit| LLC|BumbleBear Games| LLC,Liquid Bit| LLC|BumbleBear Games| LLC
7633,Action|2D|Fantasy|Story Rich|Casual|Atmospheric|Arcade|,4.6,9750,Pink Heaven,Studio Pixel,Studio Pixel
7634,Action|Adventure|Simulation|Strategy|Atmospheric|,4.6,5259,Medieval Engineers,Keen Software House,Keen Software House
7635,Action|Simulation|Casual|,0.2,3472,Sparkle 3 Genesis,Forever Entertainment S. A.,Forever Entertainment S. A.
7636,Puzzle|Casual|,3.3,4298,Seek Girl ,DSGame,DSGame
7637,Puzzle|Adventure|RPG|Story Rich|Casual|Atmospheric|,1.4,7115,Wanda - A Beautiful Apocalypse,Kodots Games,Kodots Games
7638,Action|2D|Adventure|Colorful|Casual|,0.9,6911,PONCHO,Delve Interactive,Delve Interactive
7639,Action|Adventure|Horror|RPG|Strategy|Atmospheric|,0.4,9649,Hard West,CreativeForge Games,CreativeForge Games
7640,Action|Adventure|RPG|Fantasy|,4.1,7207,The Incredible Adventures of Van Helsing II,NeocoreGames,NeocoreGames
7641,2D|Adventure|Simulation|Colorful|Casual|Atmospheric|,0.3,2921,LoveKami -Divinity Stage-,MoeNovel,MoeNovel
7642,Action|Horror|FPS|Story Rich|Atmospheric|,3.3,8549,Condemned: Criminal Origins,Monolith,Monolith
7643,Action|FPS|,4.1,2692,High Hell,Terri Vellmann|Doseone,Terri Vellmann|Doseone
7644,Adventure|Casual|,1.8,9041,Season Match,URSE Games,URSE Games
7645,Puzzle|Casual|Arcade|,1.2,3986,Find this!,For Kids,For Kids
7646,Adventure|RPG|Fantasy|Story Rich|Strategy|Atmospheric|,1.6,5232,Might & Magic Heroes VII,Limbic Entertainment,Limbic Entertainment
7647,Sci-fi|Adventure|FPS|RPG|,0.3,8463,Stellar Overload,Cubical Drift,Cubical Drift
7648,Action|2D|Adventure|RPG|,4.3,1281,Princess Remedy 2: In A Heap of Trouble,Ludosity,Ludosity
7649,Sci-fi|Simulation|Strategy|,2.9,1394,Aven Colony,Mothership Entertainment LLC,Mothership Entertainment LLC
7650,Adventure|Fantasy|Story Rich|Atmospheric|,1.1,4710,Hardland,Mountain Sheep,Mountain Sheep
7651,Action|Sci-fi|Adventure|RPG|FPS|Atmospheric|,1.5,2864,Deus Ex: The Fall,Square Enix,Square Enix
7652,Sci-fi|Adventure|RPG|Strategy|Casual|,2.3,9169,NEOVERSE,Tinogames Inc.,Tinogames Inc.
7653,Action|Casual|Arcade|,4.1,3026,Rekt: Crash Test,Little Chicken Game Company,Little Chicken Game Company
7654,Adventure|Simulation|RPG|Casual|,4.5,7867,,HIROKO IMAKI,HIROKO IMAKI
7655,2D|Adventure|Story Rich|Fantasy|Atmospheric|,0.3,8391,Arcanbreak,Kisuarts,Kisuarts
7656,Adventure|Casual|,4.6,3447,Stranded In Time,DQ Team|Hidden Hallow Studio,DQ Team|Hidden Hallow Studio
7657,Casual|,4.1,3293,Flow:The Sliding,Cubamano,Cubamano
7658,Action|Sci-fi|Simulation|Horror|FPS|Atmospheric|,4.1,5106,Receiver,Wolfire Games,Wolfire Games
7659,Adventure|Simulation|RPG|Strategy|Casual|,0.7,7627,Blood Code,ZiX Solutions|Weixi Studio,ZiX Solutions|Weixi Studio
7660,Simulation|,4.8,7373,Eye of the Owl - Bosch VR,VRX,VRX
7661,Action|Adventure|Fantasy|,2.0,2558,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,nFusion Interactive,nFusion Interactive
7662,Simulation|Casual|Atmospheric|,0.3,3393,Bientt l't,Tale of Tales,Tale of Tales
7663,Action|,3.0,6307,Slipstream 5000,Gremlin Interactive|The Software Refinery,Gremlin Interactive|The Software Refinery
7664,Action|2D|Adventure|Horror|,2.5,8248,The Coma: Recut,Devespresso Games,Devespresso Games
7665,Adventure|Puzzle|Story Rich|Atmospheric|,3.1,8446,The Testament of Sherlock Holmes,Frogwares,Frogwares
7666,Simulation|Strategy|Casual|,0.4,8928,Mobile Empire,Shanghai huan zhen Info Tech Ltd,Shanghai huan zhen Info Tech Ltd
7667,Action|FPS|,2.7,5765,Delta Force: Black Hawk Down,NovaLogic,NovaLogic
7668,Casual|,0.6,9150,Hammer Heads Deluxe,PopCap Games| Inc.,PopCap Games| Inc.
7669,Action|Adventure|Simulation|RPG|Fantasy|Casual|,2.8,5789,The Lords of the Earth Flame,Rhino Games,Rhino Games
7670,2D|Adventure|Horror|RPG|,3.8,6870,Kio's Adventure,Spacelight Studio,Spacelight Studio
7671,2D|Adventure|RPG|Fantasy|Strategy|Casual|,3.9,9494,Aurora Dusk: Steam Age,Sylvain Harlaut,Sylvain Harlaut
7672,Strategy|Casual|,2.2,972,Warhammer Underworlds: Online,Steel Sky Productions,Steel Sky Productions
7673,Puzzle|Casual|,4.0,5390,Dot to Dot Puzzles,Online OciGrup SL,Online OciGrup SL
7674,Action|Adventure|FPS|,1.4,9151,Quantum Legend - VR Experience,BeiJing FlyDream Interactive co.|ltd,BeiJing FlyDream Interactive co.|ltd
7675,Casual|,2.0,2220,Iggle Pop Deluxe,PopCap Games| Inc.,PopCap Games| Inc.
7676,2D|Action|Adventure|RPG|Story Rich|,3.4,2819,Heroine Anthem Zero -Sacrifice-,WindThunder Studio,WindThunder Studio
7677,2D|Simulation|Casual|,3.5,622,Mount Your Friends,Stegersaurus Software Inc.,Stegersaurus Software Inc.
7678,Adventure|Puzzle|,1.0,3712,Puzzle Bots,Ivy Games,Ivy Games
7679,Action|RPG|Fantasy|Story Rich|,2.1,1574, / Full Swing Hero,Katsumi Suenami,Katsumi Suenami
7680,Action|Sci-fi|Adventure|Story Rich|Atmospheric|,2.5,2352,Remember Me,DONTNOD Entertainment,DONTNOD Entertainment
7681,Action|2D|Sci-fi|,4.7,2322,Mega Man X Legacy Collection,CAPCOM CO.| LTD,CAPCOM CO.| LTD
7682,Sci-fi|Adventure|,0.7,5889,Alternativa,Centauri Production,Centauri Production
7683,Action|Casual|Arcade|,0.5,6905,Heavy Weapon Deluxe,PopCap Games| Inc.,PopCap Games| Inc.
7684,2D|Adventure|Puzzle|Simulation|Story Rich|RPG|Casual|,0.1,1448,LoveChoice,Akaba Studio,Akaba Studio
7685,Casual|,2.2,6742,Lamia's Game Room,Digital Crafter,Digital Crafter
7686,Adventure|Puzzle|Casual|Atmospheric|,1.4,4313,Questerium: Sinister Trinity HD Collector's Edition,URSE Games,URSE Games
7687,2D|Action|Adventure|RPG|Fantasy|Story Rich|,0.9,6516,Destiny Warriors RPG,ninjalex,ninjalex
7688,Action|Casual|,2.6,6302,Hungry Flame,EGAMER,EGAMER
7689,2D|Action|Adventure|Colorful|Arcade|,4.2,3907,Blast Brawl 2,Mind's Eye Games,Mind's Eye Games
7690,Action|2D|Adventure|,0.2,7643,Angry Video Game Nerd II: ASSimilation,FreakZone Games,FreakZone Games
7691,Casual|,2.5,1236,Pizza Frenzy Deluxe,PopCap Games| Inc.,PopCap Games| Inc.
7692,Action|RPG|Fantasy|FPS|,2.2,8577,Sword Art Online: Fatal Bullet,DIMPS,DIMPS
7693,Action|Adventure|RPG|,1.3,1334,Survival Is Not Enough,Fixer Games,Fixer Games
7694,Action|Adventure|Simulation|Colorful|Casual|,1.4,1857,Totally Reliable Delivery Service,We're Five Games,We're Five Games
7695,Simulation|RPG|Casual|,2.9,5966,World's Dawn,Wayward Prophet,Wayward Prophet
7696,Action|,1.5,9178,Switchblade,Lucid Games Ltd,Lucid Games Ltd
7697,Action|Sci-fi|2D|Arcade|,0.8,9657,A.R.E.S.: Extinction Agenda,Extend Studio,Extend Studio
7698,Puzzle|Adventure|Horror|RPG|Story Rich|Strategy|Casual|,4.0,3393,-The Village,橙光游戏,橙光游戏
7699,Action|Sci-fi|,1.3,3945,Gun Metal,Rage Software,Rage Software
7700,Strategy|,2.1,1242,Forbidden Planet,Faton,Faton
7701,,4.8,6946,Kanova,Foundry,Foundry
7702,Strategy|,0.1,3443,Rome: Total War - Alexander,The Creative Assembly,The Creative Assembly
7703,Action|Adventure|FPS|Story Rich|Atmospheric|,0.2,1539,Call of Juarez: Bound in Blood,Techland,Techland
7704,Simulation|,2.1,9547,MXGP3 - The Official Motocross Videogame,Milestone S.r.l.,Milestone S.r.l.
7705,Casual|Arcade|,0.9,8627,Barro F,SC Jogos,SC Jogos
7706,Simulation|Strategy|,2.6,9327,Futuball - Future Football Manager Game,Trophy Games,Trophy Games
7707,Puzzle|Casual|,4.1,6505,Rocket Mania Deluxe,PopCap Games| Inc.,PopCap Games| Inc.
7708,Action|FPS|,4.8,5210,Kreedz Climbing,ObsessionSoft,ObsessionSoft
7709,Simulation|Casual|,4.7,9692,Metaverse Construction Kit,Metaware,Metaware
7710,Puzzle|Adventure|Colorful|Strategy|Casual|,4.6,7370,Bejeweled 3,PopCap Games| Inc.,PopCap Games| Inc.
7711,Sci-fi|Adventure|Puzzle|Fantasy|Atmospheric|,4.6,8342,Soul Axiom,Wales Interactive,Wales Interactive
7712,2D|Action|Colorful|RPG|Story Rich|Fantasy|,3.3,5707,Steven Universe: Unleash the Light,Grumpyface Studios,Grumpyface Studios
7713,Action|2D|Puzzle|Colorful|Casual|Arcade|,4.1,3961,Puyo PuyoTetris,Sonic Team|Bitbaboon,Sonic Team|Bitbaboon
7714,,3.2,3954,Drift (Over) Drive,Retraissance,Retraissance
7715,Casual|,3.3,6743,Keep Rollin!,Bullid Games,Bullid Games
7716,Adventure|Simulation|Horror|RPG|Story Rich|Casual|,0.2,4839,Left on Read,Weston Bell-Geddes,Weston Bell-Geddes
7717,Action|Adventure|,2.5,3283,SpaceRoads,Wurd Industries,Wurd Industries
7718,Action|2D|Sci-fi|Adventure|Fantasy|Strategy|,0.9,3139,A Valley Without Wind 2,Arcen Games| LLC,Arcen Games| LLC
7719,Action|FPS|,1.8,3007,Delta Force Land Warrior,NovaLogic,NovaLogic
7720,Action|2D|Adventure|RPG|,1.3,1510,Feudal Alloy,Attu Games,Attu Games
7721,2D|Action|Puzzle|Horror|Colorful|Story Rich|Fantasy|Casual|,1.0,3131,Schein,Zeppelin Studio,Zeppelin Studio
7722,Action|Adventure|Horror|FPS|,1.6,5070,Lone Leader,SirGoose,SirGoose
7723,Simulation|,1.3,1563,IL-2 Sturmovik: Cliffs of Dover Blitz Edition,Team Fusion Simulations|1C: Maddox Games,Team Fusion Simulations|1C: Maddox Games
7724,Action|,1.4,4538,A-Gents,phime studio LLC,phime studio LLC
7725,Strategy|,2.6,7752,Medieval II: Total War Kingdoms,The Creative Assembly|Feral Interactive (Mac)|Feral Interactive (Linux),The Creative Assembly|Feral Interactive (Mac)|Feral Interactive (Linux)
7726,Action|FPS|,4.9,5568,Brass Brigade,Henry Kucab,Henry Kucab
7727,Simulation|,4.2,6393,MotoGP17,Milestone S.r.l.,Milestone S.r.l.
7728,Action|Arcade|,0.6,6718,Pixel Star,Soul Forge,Soul Forge
7729,Action|Sci-fi|Adventure|Horror|FPS|Atmospheric|,1.6,9466,Generation Zero,Systemic Reaction™,Systemic Reaction™
7730,Action|Adventure|Simulation|FPS|Strategy|,0.0,6253,XERA: Survival,Spotted Kiwi Interactive,Spotted Kiwi Interactive
7731,Action|,4.9,2548,Hanz Puppetguns,DimleTeam,DimleTeam
7732,Casual|,1.2,4238,Typer Shark! Deluxe,PopCap Games| Inc.,PopCap Games| Inc.
7733,Sci-fi|2D|Action|Adventure|Puzzle|Story Rich|Atmospheric|,1.1,7314,Gemini Rue,Joshua Neurnberger,Joshua Neurnberger
7734,Action|FPS|,0.6,7544,Delta Force 2,NovaLogic,NovaLogic
7735,Simulation|Casual|,1.7,4483,AltspaceVR,AltspaceVR| Inc.,AltspaceVR| Inc.
7736,Adventure|Puzzle|Horror|,3.6,1603,The 11th Hour,Trilobyte Games,Trilobyte Games
7737,Casual|,4.2,3128,PC Ftbol Stars,Rashin Game Studio,Rashin Game Studio
7738,2D|Adventure|RPG|Strategy|Atmospheric|,3.9,7422,Alder's Blood: Prologue,Shockwork Games,Shockwork Games
7739,Strategy|Casual|,2.9,4092,Medieval Defenders,Creobit,Creobit
7740,2D|Action|Adventure|Simulation|RPG|Casual|,1.5,1341,Stick RPG 2: Director's Cut,XGen Studios,XGen Studios
7741,Action|Adventure|Casual|,0.5,7122,ZRoll,KxONE|Andrew Drumov|starmops,KxONE|Andrew Drumov|starmops
7742,Action|,1.3,2640,ULTIMATE HARDBASS DEFENCE,Magnolia Art,Magnolia Art
7743,Casual|,2.0,927,Isle of the Dead,Les Produits Frais,Les Produits Frais
7744,Action|Adventure|RPG|Fantasy|Story Rich|Atmospheric|,5.0,2862,Bound By Flame,Spiders,Spiders
7745,Action|2D|Arcade|,2.1,2878,Guilty Gear Isuka,Arc System Works,Arc System Works
7746,Action|,3.0,6727,Primal Carnage: Extinction - Workshop Tool,Circle 5 Studios,Circle 5 Studios
7747,Simulation|,2.1,8930,GTR - FIA GT Racing Game,SimBin Studios AB,SimBin Studios AB
7748,Sci-fi|Puzzle|Adventure|Story Rich|Atmospheric|,0.2,6956,Odysseus Kosmos and his Robot Quest (Complete Season),Pavel Kostin,Pavel Kostin
7749,2D|Adventure|Puzzle|Horror|Strategy|Atmospheric|,4.6,3505,htoL#NiQ: The Firefly Diary,Nippon Ichi Software| Inc.,Nippon Ichi Software| Inc.
7750,Action|Adventure|,0.4,5030,Think of the Children,Jammed Up Studios,Jammed Up Studios
7751,Puzzle|Casual|,0.8,5828,Talismania Deluxe,PopCap Games| Inc.,PopCap Games| Inc.
7752,2D|Simulation|Strategy|,4.0,8158,Close Combat - Gateway to Caen,Slitherine Ltd.,Slitherine Ltd.
7753,Puzzle|Adventure|Simulation|Story Rich|Fantasy|Atmospheric|,2.3,7988,Hypnospace Outlaw,Tendershoot|Michael Lasch|ThatWhichIs Media,Tendershoot|Michael Lasch|ThatWhichIs Media
7754,Simulation|Strategy|,1.6,1003,Kingdoms Reborn,Earthshine,Earthshine
7755,2D|RPG|Fantasy|,1.7,9620,The Bard's Tale Trilogy,Krome Studios|inXile Entertainment,Krome Studios|inXile Entertainment
7756,Action|Sci-fi|,4.3,2360,BREAK ARTS II,MercuryStudio,MercuryStudio
7757,Puzzle|Casual|,4.3,4034,Fish Fillets 2,Altar Games,Altar Games
7758,Action|FPS|,4.8,1520,Delta Force,NovaLogic,NovaLogic
7759,Simulation|Strategy|,1.9,7978,Lords of Football,Geniaware Srl,Geniaware Srl
7760,2D|Action|Colorful|RPG|,0.5,5025,Blessed Surface,Corpse King Games,Corpse King Games
7761,Action|Adventure|RPG|Fantasy|Strategy|,0.3,2944,Super Dungeon Tactics,Underbite Games,Underbite Games
7762,2D|Strategy|Casual|,3.9,4867,Zombidle : REMONSTERED,Berzerk Studio,Berzerk Studio
7763,Simulation|Casual|Arcade|,3.6,6339,Malzbie's Pinball Collection,Malzbie Games,Malzbie Games
7764,2D|Adventure|Story Rich|Atmospheric|,0.1,6922,Blackwell Unbound,Wadjet Eye Games,Wadjet Eye Games
7765,2D|Puzzle|FPS|Casual|,2.9,7345,Taboos: Cracks,DSGame,DSGame
7766,Puzzle|Adventure|Fantasy|Story Rich|Strategy|,1.6,4628,A Fisherman's Tale,InnerspaceVR,InnerspaceVR
7767,Action|Strategy|,2.9,2045,Son Korsan,Consala Games,Consala Games
7768,Adventure|Puzzle|Horror|Atmospheric|,4.5,5796,Dark Echo,RAC7 Games,RAC7 Games
7769,Adventure|Puzzle|Horror|Story Rich|Atmospheric|,2.6,9065,Anna - Extended Edition,Dreampainters,Dreampainters
7770,Simulation|,2.6,2903,Home Design 3D,Anuman Interactive|Koalabs,Anuman Interactive|Koalabs
7771,Simulation|Strategy|,0.7,3088,Qvadriga,Turnopia,Turnopia
7772,Adventure|Puzzle|Horror|Atmospheric|,0.1,9437,Insanity VR: Last Score,Threevol,Threevol
7773,Action|Fantasy|Casual|,0.6,4357,Fadeout: Underground,Weston Mitchell,Weston Mitchell
7774,,3.7,7886,Amaze: Interactive VR Movies,AmazeVR| Inc,AmazeVR| Inc
7775,Adventure|Puzzle|Horror|Atmospheric|,2.9,1721,The 7th Guest,Trilobyte Games,Trilobyte Games
7776,Action|RPG|,0.3,7859,Wild West Online,WWO Partners Ltd,WWO Partners Ltd
7777,Sci-fi|2D|Adventure|Puzzle|Story Rich|Atmospheric|,3.4,4243,Primordia,Wormwood Studios,Wormwood Studios
7778,Adventure|Simulation|RPG|Strategy|,0.5,4134,Jagged Alliance: Rage!,Cliffhanger Productions,Cliffhanger Productions
7779,Action|Adventure|RPG|Fantasy|,2.3,3738,Citadel: Forged with Fire,Blue Isle Studios|Virtual Basement LLC,Blue Isle Studios|Virtual Basement LLC
7780,Action|Adventure|,0.5,4593,Guns'n'Stories: Preface VR,MIROWIN,MIROWIN
7781,2D|Adventure|Puzzle|Story Rich|Casual|,1.7,3736,Cyanide & Happiness - Freakpocalypse (Episode 1),Explosm|Skeleton Crew Studios,Explosm|Skeleton Crew Studios
7782,2D|Adventure|RPG|Fantasy|Story Rich|Strategy|,4.5,8479,Avadon: The Black Fortress,Spiderweb Software,Spiderweb Software
7783,Action|2D|Strategy|,2.2,1084,Tribal Wars,InnoGames,InnoGames
7784,Action|Adventure|RPG|,4.5,6099,Marvel: Ultimate Alliance,Zoë Mode,Zoë Mode
7785,Action|Sci-fi|Puzzle|FPS|Atmospheric|,2.7,5356,DeadCore,5 Bits Games,5 Bits Games
7786,Action|2D|Arcade|,0.6,7320,Curses 'N Chaos,Tribute Games Inc.,Tribute Games Inc.
7787,2D|Strategy|Atmospheric|,0.5,1625,Gremlins  Inc.,Charlie Oscar Lima Tango Interactive Entertainment,Charlie Oscar Lima Tango Interactive Entertainment
7788,Action|2D|Fantasy|Strategy|,0.8,4516,GemCraft - Frostborn Wrath,Game in a Bottle,Game in a Bottle
7789,Action|RPG|Casual|,1.2,6622,Legend MMO,Beijing JG Entertainment Technology Co.|LTD,Beijing JG Entertainment Technology Co.|LTD
7790,Action|Arcade|,3.5,690,Hyper Fighters,Team 6 Studios,Team 6 Studios
7791,Action|2D|Casual|,3.3,9862,Miner Meltdown,Mighty Pebble Games Inc,Mighty Pebble Games Inc
7792,Action|Adventure|RPG|Fantasy|Story Rich|Atmospheric|,0.4,5697,Lords Of The Fallen,CI Games|Deck 13,CI Games|Deck 13
7793,Action|Puzzle|Casual|Arcade|,5.0,4528,Peggle Extreme,PopCap Games| Inc.,PopCap Games| Inc.
7794,Adventure|RPG|Strategy|Casual|,3.4,3771,Card Monsters: Dungeon,Cheese Games,Cheese Games
7795,Action|Puzzle|Simulation|Horror|FPS|Arcade|,1.1,5591,Kill It With Fire: HEATWAVE,Casey Donnellan Games LLC,Casey Donnellan Games LLC
7796,Action|Adventure|Simulation|Casual|,0.4,9165,VR Triber,VR Triber,VR Triber
7797,2D|Puzzle|Casual|Arcade|,4.9,4591,Peggle Deluxe,PopCap Games| Inc.,PopCap Games| Inc.
7798,Fantasy|Strategy|,1.1,8531,Kohan: Immortal Sovereigns,TimeGate Studios,TimeGate Studios
7799,Action|Adventure|Casual|,2.7,9871,Super Mustache,Redro Games,Redro Games
7800,Action|,2.6,2462,Clandestinity of Elsie,COLNELIUS|Albin Bernhardsson,COLNELIUS|Albin Bernhardsson
7801,Adventure|Fantasy|Atmospheric|,1.2,2402,The Book of Unwritten Tales 2,KING Art,KING Art
7802,Action|Adventure|Puzzle|RPG|,2.9,670,BloodGate,Outsmart,Outsmart
7803,Adventure|Story Rich|Atmospheric|,3.3,834,Full Throttle Remastered,Double Fine Productions|Shiny Shoe,Double Fine Productions|Shiny Shoe
7804,Puzzle|Adventure|Story Rich|Casual|Atmospheric|,0.0,7563,Agent A: A puzzle in disguise,Yak & Co,Yak & Co
7805,Action|2D|Adventure|,1.2,8026,Zombie Vikings,Zoink Games,Zoink Games
7806,Action|,4.9,2867,Infestation: Battle Royale,Fredaikis AB,Fredaikis AB
7807,Casual|,1.3,6360,Slapshot: Rebound,Oddshot Games,Oddshot Games
7808,Action|Strategy|Casual|,2.3,6928,Mortars VR,Growl Interactive,Growl Interactive
7809,2D|Adventure|Story Rich|,4.6,994,Bear With Me - Collector's Edition,Exordium Games,Exordium Games
7810,Adventure|Casual|,0.3,4238,Contract With The Devil,AZ-Art Development Studio,AZ-Art Development Studio
7811,Puzzle|Strategy|Casual|,3.3,7399,Picross Touch,Jon Gallant,Jon Gallant
7812,Puzzle|Strategy|Casual|Atmospheric|,2.9,5577,Lines X,Konstructors,Konstructors
7813,Action|Sci-fi|FPS|,1.5,9404,Section 8: Prejudice,TimeGate Studios,TimeGate Studios
7814,RPG|Fantasy|Story Rich|Strategy|,0.4,6986,Thea 2: The Shattering,MuHa Games|Eerie Forest Studio,MuHa Games|Eerie Forest Studio
7815,Adventure|Horror|,3.7,8328,Phantasmagoria 2: A Puzzle of Flesh,Sierra,Sierra
7816,Action|2D|Adventure|,2.7,2700,VolChaos,Fun Infused Games,Fun Infused Games
7817,Action|Sci-fi|FPS|Story Rich|Atmospheric|,1.9,5988,Old Town Stories,Deer Captain|ESAT,Deer Captain|ESAT
